job_id,content_hash,author,type,target,resolved_target,variant,engine,state,ingested,source_file,parent_job_id,hf_job_id,attempt,cost
J-20260914-2LE,,worker:final,generate.image,SHM-EP001-SC001-SH0010,SHM-EP001-SC001-SH0010,V01,higgsfield,GENERATED,2026-09-14T12:25:01.384Z,queue,J-20260914-BTZ,c9bd34f4-aa20-48e2-940e-f7fcb96368b1,4,135
J-20260914-31J,,worker:final,generate.image,SHM-EP001-SC003-SH0010,SHM-EP001-SC003-SH0010,V01,higgsfield,GENERATED,2026-09-14T12:30:16.227Z,queue,J-20260914-R8B,3a75551c-9624-4a2d-98cf-63eaebc760d2,2,135
J-20260914-FAJ,,worker:revision,generate.image,SHM-EP001-SC004-SH0010,SHM-EP001-SC004-SH0010,V01,higgsfield,GENERATED,2026-09-14T12:35:33.398Z,queue,J-20260903-PSO,9a3a166e-84f9-4c09-b750-462a0c1f1e7c,2,37.5
J-20260914-6CM,,worker:revision,generate.image,SHM-EP001-SC005-SH0010,SHM-EP001-SC005-SH0010,V01,higgsfield,GENERATED,2026-09-14T12:43:09.037Z,queue,J-20260903-8OL,19c6b98f-d7e9-4347-a7ab-53a71e902895,2,37.5
J-20260914-SSO,,worker:revision,generate.image,SHM-EP001-SC004-SH0010,SHM-EP001-SC004-SH0010,V01,higgsfield,GENERATED,2026-09-14T12:49:33.537Z,queue,J-20260914-FAJ,c2f00280-0953-4771-b745-4fcbe457fc9d,3,37.5
J-20260914-NV7,,worker:revision,generate.image,SHM-EP001-SC005-SH0010,SHM-EP001-SC005-SH0010,V01,higgsfield,GENERATED,2026-09-14T12:55:53.535Z,queue,J-20260914-6CM,fa5281cc-ecd0-40ba-832a-3a63926feb2a,3,37.5
J-20260914-NUG,,worker:final,generate.image,SHM-EP001-SC005-SH0010,SHM-EP001-SC005-SH0010,V01,higgsfield,GENERATED,2026-09-14T13:30:41.004Z,queue,J-20260914-NV7,18dd9fc1-fe17-42c3-8081-ff6718d8ab12,3,135
J-20260915-OQ8,,worker:final,generate.video,SHM-EP001-SC006-SH0010,SHM-EP001-SC006-SH0010,V01,higgsfield,GENERATED,2026-09-15T13:38:12.473Z,queue,J-20260903-MCL,69354916-e86a-4b10-b505-d848db561297,1,135
J-20260915-E06,,worker:revision,generate.video,SHM-EP001-SC006-SH0010,SHM-EP001-SC006-SH0010,V01,higgsfield,GENERATED,2026-09-15T13:58:46.055Z,queue,J-20260915-OQ8,58a1dd90-024a-4d14-92a4-3d82e37b3727,2,135
J-20260915-UNJ,,worker:final,generate.video,SHM-EP001-SC004-SH0010,SHM-EP001-SC004-SH0010,V01,higgsfield,GENERATED,2026-09-15T16:42:03.085Z,queue,J-20260914-SSO,4ab095be-1a1c-48d6-8c1b-9ef4c4f2b534,3,135
J-20260915-UJU,,worker:revision,generate.video,SHM-EP001-SC007-SH0010,SHM-EP001-SC007-SH0010,V01,higgsfield,GENERATED,2026-09-15T17:44:08.513Z,queue,J-20260903-4JE,afbd29d2-1999-4518-a875-5c3e93f9bb90,2,37.5
J-20260915-69M,,worker:final,generate.video,SHM-EP001-SC007-SH0010,SHM-EP001-SC007-SH0010,V01,higgsfield,GENERATED,2026-09-15T18:05:47.043Z,queue,J-20260915-UJU,12822506-4579-4eb3-9615-18a383006711,2,135
J-20260915-OII,,panel:regenerate,generate.video,SHM-EP001-SC007-SH0010,SHM-EP001-SC007-SH0010,V01,higgsfield,GENERATED,2026-09-15T18:12:11.690Z,queue,J-20260915-UJU,01860d0b-ab4b-4a92-81cc-88ff64f792a0,3,135
J-20260915-T7D,,worker:revision,generate.video,SHM-EP001-SC008-SH0010,SHM-EP001-SC008-SH0010,V01,higgsfield,GENERATED,2026-09-15T18:17:12.623Z,queue,J-20260903-DEX,29b88725-94d0-4706-b8ce-6c81f633d9c8,2,37.5
J-20260915-V7J,,worker:revision,generate.video,SHM-EP001-SC008-SH0010,SHM-EP001-SC008-SH0010,V01,higgsfield,GENERATED,2026-09-15T18:24:25.132Z,queue,J-20260915-T7D,ca69ac87-3325-492b-a841-c1b0cb454bf9,3,37.5
J-20260915-GNO,,worker:final,generate.video,SHM-EP001-SC008-SH0010,SHM-EP001-SC008-SH0010,V01,higgsfield,GENERATED,2026-09-15T18:37:36.584Z,queue,J-20260915-V7J,7a8317e5-e3f8-4598-8ae2-26ca5b5cac84,3,135
J-20260915-RN6,,worker:revision,generate.video,SHM-EP001-SC010-SH0010,SHM-EP001-SC010-SH0010,V01,higgsfield,GENERATED,2026-09-15T19:47:19.760Z,queue,J-20260903-8EI,eb62f25d-cbab-44dc-b65e-63251b088886,2,37.5
J-20260915-GGC,,worker:revision,generate.video,SHM-EP001-SC009-SH0010,SHM-EP001-SC009-SH0010,V01,higgsfield,GENERATED,2026-09-15T19:53:22.030Z,queue,J-20260903-IA1,55914bb9-9f77-4368-b769-7656627d27c7,2,37.5
J-20260915-X80,,worker:revision,generate.video,SHM-EP001-SC011-SH0010,SHM-EP001-SC011-SH0010,V01,higgsfield,GENERATED,2026-09-15T20:02:09.763Z,queue,J-20260903-4AC,ac1ac52b-3db6-4b51-aa50-e3f5566fe945,2,37.5
J-20260915-M09,,worker:final,generate.video,SHM-EP001-SC010-SH0010,SHM-EP001-SC010-SH0010,V01,higgsfield,GENERATED,2026-09-15T20:08:12.270Z,queue,J-20260915-RN6,1866a7c9-d3a9-4c06-a7fc-43a241cae68e,2,135
J-20260915-GEY,,worker:revision,generate.video,SHM-EP001-SC012-SH0010,SHM-EP001-SC012-SH0010,V01,higgsfield,GENERATED,2026-09-15T20:20:53.827Z,queue,J-20260914-F7E,450003f3-4e43-48b0-aaa1-6f0b390dfca7,3,37.5
J-20260915-8ND,,worker:final,generate.video,SHM-EP001-SC009-SH0010,SHM-EP001-SC009-SH0010,V01,higgsfield,GENERATED,2026-09-15T20:26:54.227Z,queue,J-20260915-GGC,dd8c111d-c14f-4796-afbf-b7981d31f25d,2,135
J-20260915-GL9,,worker:final,generate.video,SHM-EP001-SC011-SH0010,SHM-EP001-SC011-SH0010,V01,higgsfield,GENERATED,2026-09-15T20:33:13.661Z,queue,J-20260915-X80,fbfacfbf-f465-4665-afca-a810c9857990,2,135
J-20260915-5JU,,worker:final,generate.video,SHM-EP001-SC012-SH0010,SHM-EP001-SC012-SH0010,V01,higgsfield,GENERATED,2026-09-15T20:52:14.982Z,queue,J-20260915-GEY,af18980c-7e5f-4a22-8f6a-55d46fcd1136,3,135
J-20260915-PU8,,worker:revision,generate.video,SHM-EP001-SC011-SH0010,SHM-EP001-SC011-SH0010,V01,higgsfield,GENERATED,2026-09-15T20:58:13.177Z,queue,J-20260915-GL9,d0489659-4d1e-4eaa-9b08-5992785c306a,3,135
J-20260915-WSQ,,panel:regenerate,generate.video,SHM-EP001-SC012-SH0010,SHM-EP001-SC012-SH0010,V01,higgsfield,GENERATED,2026-09-15T21:05:09.893Z,queue,J-20260915-GEY,00fe3633-215d-44cb-9825-a0d372a8c277,4,45
J-20260915-0PI,,worker:final,generate.video,SHM-EP001-SC012-SH0010,SHM-EP001-SC012-SH0010,V01,higgsfield,GENERATED,2026-09-15T21:30:22.583Z,queue,J-20260915-WSQ,5a0f8335-1a9f-48bb-9c3b-f68d357425ca,4,135
J-20260915-OED,,worker:revision,generate.video,SHM-EP001-SC011-SH0010,SHM-EP001-SC011-SH0010,V01,higgsfield,FAILED,2026-09-15T21:45:47.657Z,queue,J-20260915-PU8,,4,135
J-20260916-OHQ,,h.heydari,generate.video,SHM-EP001-SC013-SH0010,SHM-EP001-SC013-SH0010,V01,higgsfield,GENERATED,2026-09-16T13:35:50.003Z,queue,,776d27db-eaf4-43e8-819e-3e5e724f82c9,1,45
J-20260916-ZW6,,worker:final,generate.video,SHM-EP001-SC013-SH0010,SHM-EP001-SC013-SH0010,V01,higgsfield,GENERATED,2026-09-16T13:43:17.932Z,queue,J-20260916-OHQ,db88ecbe-3974-41e7-bacc-edb042dd029f,1,135
J-20260916-DNF,,panel:batch,generate.video,SHM-EP001-SC014-SH0010,SHM-EP001-SC014-SH0010,V01,higgsfield,GENERATED,2026-09-16T14:12:04.990Z,queue,,b725250c-3e7b-42a2-8682-650e4b602380,1,45
J-20260916-1VA,,worker:final,generate.video,SHM-EP001-SC014-SH0010,SHM-EP001-SC014-SH0010,V01,higgsfield,GENERATED,2026-09-16T14:19:44.743Z,queue,J-20260916-DNF,bda07985-6cb2-47cf-8f29-ed14566fa249,1,135
J-20260916-XXT,,panel:regenerate,generate.video,SHM-EP001-SC001-SH0010,SHM-EP001-SC001-SH0010,V01,higgsfield,GENERATED,2026-09-16T17:46:29.494Z,queue,J-20260914-BTZ,456ad4d4-250c-4586-b331-6af5bad3763b,5,135
J-20260916-FSE,,panel:regenerate,generate.video,SHM-EP001-SC008-SH0010,SHM-EP001-SC008-SH0010,V01,higgsfield,GENERATED,2026-09-16T18:05:44.896Z,queue,J-20260915-GNO,aa5d90e8-ac3a-4239-9146-0cda009c0bd1,4,135
J-20260917-7X7,,panel:regenerate,generate.video,SHM-EP001-SC001-SH0010,SHM-EP001-SC001-SH0010,V01,higgsfield,GENERATED,2026-09-17T13:29:22.374Z,queue,J-20260914-BTZ,c5464fc4-60aa-4537-8de6-1fd4d5a95bd7,5,45
